session_id,timestamp,t_sec,intensity,mvc_percent,rula_score,deltaE_work,E_fixed,E_recover,E_norm_fixed,E_norm_recover,fatigue_fixed,fatigue_recover,slope_5min_per_s,is_rest_like,subject,EMG_RMS,RMS_fe,E,E_norm,level,E_smooth,slope5m,trend,color,blink
subj1_normal,2025-10-15 09:00:00,0.0,normal,8.38,1.0,0.0,0.0,0.0,0.0,0.0,low,low,,1,subj1,0.06240000000000001,-0.00026354148183832526,0.0,0.0,low,0.0,,NA,green,none
subj1_normal,2025-10-15 09:00:30,30.0,normal,11.29,1.0,0.0,0.0,0.0,0.0,0.0,low,low,,0,subj1,0.07695,-0.0003175438983587381,0.0,0.0,low,0.0,,NA,green,none
subj1_normal,2025-10-15 09:01:00,60.0,normal,12.0,2.0,0.0,0.0,0.0,0.0,0.0,low,low,,0,subj1,0.081,0.0001692802543115518,0.0,0.0,low,0.0,,NA,green,none
subj1_normal,2025-10-15 09:01:30,90.0,normal,8.02,1.0,0.0,0.0,0.0,0.0,0.0,low,low,,1,subj1,0.0606,-0.000256860770516211,0.0,0.0,low,0.0,,NA,green,none
subj1_normal,2025-10-15 09:02:00,120.0,normal,11.81,1.0,0.0,0.0,0.0,0.0,0.0,low,low,,0,subj1,0.07955000000000001,-0.00032719381471289777,0.0,0.0,low,0.0,,NA,green,none
subj1_normal,2025-10-15 09:02:30,150.0,normal,7.8,1.0,0.0,0.0,0.0,0.0,0.0,low,low,,1,subj1,0.0595,-0.0002527781135971477,0.0,0.0,low,0.0,,NA,green,none
subj1_normal,2025-10-15 09:03:00,180.0,normal,13.66,2.0,0.0,0.0,0.0,0.0,0.0,low,low,,0,subj1,0.0893,0.00013847475210403137,0.0,0.0,low,0.0,,NA,green,none
subj1_normal,2025-10-15 09:03:30,210.0,normal,11.93,1.0,0.0,0.0,0.0,0.0,0.0,low,low,,0,subj1,0.08015,-0.00032942071848693355,0.0,0.0,low,0.0,,NA,green,none
subj1_normal,2025-10-15 09:04:00,240.0,normal,10.09,2.0,0.0,0.0,0.0,0.0,0.0,low,low,,0,subj1,0.07145,0.00020472513938164794,0.0,0.0,low,0.0,,NA,green,none
subj1_normal,2025-10-15 09:04:30,270.0,normal,8.17,2.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0005,1,subj1,0.06185,0.00024035559976624127,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:05:00,300.0,normal,12.59,2.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0003,0,subj1,0.08395000000000001,0.00015833131075586315,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:05:30,330.0,normal,12.48,3.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0047,0,subj1,0.0839,0.0006603726392153952,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:06:00,360.0,normal,8.55,1.0,0.0,0.0,0.0,0.0,0.0,low,low,0.003,1,subj1,0.06325,-0.00026669626218488174,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:06:30,390.0,normal,8.4,3.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0063,1,subj1,0.0635,0.0007360873675326673,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:07:00,420.0,normal,13.99,3.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0027,0,subj1,0.09145,0.0006323507667254091,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:07:30,450.0,normal,9.11,3.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0069,1,subj1,0.06705,0.0007229115202029429,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:08:00,480.0,normal,8.35,2.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0053,1,subj1,0.06275,0.0002370152441051876,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:08:30,510.0,normal,8.36,1.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0055,1,subj1,0.062299999999999994,-0.000263170331209317,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:09:00,540.0,normal,12.5,1.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0008,0,subj1,0.083,-0.00033999851141360005,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:09:30,570.0,normal,7.76,1.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0099,1,subj1,0.059300000000000005,-0.0002520358123391242,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:10:00,600.0,normal,9.24,1.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0064,1,subj1,0.06670000000000001,-0.0002795009588855979,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:10:30,630.0,normal,10.06,2.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0003,0,subj1,0.0713,0.00020528186532514647,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:11:00,660.0,normal,13.83,1.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0049,0,subj1,0.08965000000000001,-0.00036468002824252554,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:11:30,690.0,normal,9.56,1.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0001,1,subj1,0.0683,-0.00028543936894970257,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:12:00,720.0,normal,14.4,3.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0157,0,subj1,0.09350000000000001,0.0006247421788308088,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:12:30,750.0,normal,13.59,1.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0189,0,subj1,0.08845,-0.000360226220694454,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:13:00,780.0,normal,14.93,2.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0211,0,subj1,0.09565,0.00011490668716211683,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:13:30,810.0,normal,11.51,2.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0145,0,subj1,0.07855,0.0001783734447221852,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:14:00,840.0,normal,12.86,1.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0182,0,subj1,0.0848,-0.00034667922273572127,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:14:30,870.0,normal,11.54,3.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0089,0,subj1,0.07919999999999999,0.0006778167187786732,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:15:00,900.0,normal,11.29,1.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0008,0,subj1,0.07695,-0.0003175438983587381,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:15:30,930.0,normal,13.26,1.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0026,0,subj1,0.0868,-0.00035410223531585905,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:16:00,960.0,normal,11.18,2.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0028,0,subj1,0.0769,0.000184497430100794,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:16:30,990.0,normal,13.45,2.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0072,0,subj1,0.08825000000000001,0.00014237183370859052,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:17:00,1020.0,normal,13.06,2.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0032,0,subj1,0.0863,0.0001496092709741964,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:17:30,1050.0,normal,12.4,1.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0016,0,subj1,0.0825,-0.0003381427582685864,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:18:00,1080.0,normal,9.4,2.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0021,1,subj1,0.068,0.0002175298360823641,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:18:30,1110.0,normal,11.66,1.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0038,0,subj1,0.07880000000000001,-0.00032441018499534957,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:19:00,1140.0,normal,15.21,1.0,0.0,0.0,0.0,0.0,0.0,low,low,0.004,0,subj1,0.09655000000000001,-0.00039028942164397173,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:19:30,1170.0,normal,12.5,1.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0028,0,subj1,0.083,-0.00033999851141360005,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:20:00,1200.0,normal,11.68,2.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0007,0,subj1,0.0794,0.0001752186643756426,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:20:30,1230.0,normal,13.96,2.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0041,0,subj1,0.0908,0.00013290749266893498,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:21:00,1260.0,normal,8.98,1.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.005,1,subj1,0.0654,-0.00027467600070851805,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:21:30,1290.0,normal,11.33,1.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0039,0,subj1,0.07715,-0.00031828619961675464,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:22:00,1320.0,normal,15.53,2.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0048,0,subj1,0.09865,0.00010377216829192404,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:22:30,1350.0,normal,9.87,1.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0007,1,subj1,0.06985,-0.0002911922036993031,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:23:00,1380.0,normal,10.7,1.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0075,0,subj1,0.074,-0.00030659495480304944,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:23:30,1410.0,normal,13.93,1.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0053,0,subj1,0.09015000000000001,-0.00036653578138756693,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:24:00,1440.0,normal,16.44,1.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0084,0,subj1,0.10270000000000001,-0.00041311518532785585,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:24:30,1470.0,normal,12.05,2.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0076,0,subj1,0.08125,0.0001683523777390311,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:25:00,1500.0,normal,13.78,3.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0084,0,subj1,0.09040000000000001,0.000636247848329996,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:25:30,1530.0,normal,10.73,1.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0078,0,subj1,0.07415000000000001,-0.00030715168074656185,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:26:00,1560.0,normal,13.52,2.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0025,0,subj1,0.0886,0.00014107280650706155,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:26:30,1590.0,normal,17.57,1.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0079,0,subj1,0.10835,-0.00043408519586671246,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:27:00,1620.0,normal,11.99,1.0,0.0,0.0,0.0,0.0,0.0,low,low,0.01,0,subj1,0.08045000000000001,-0.0003305341703739445,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:27:30,1650.0,normal,15.5,1.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0074,0,subj1,0.098,-0.0003956711057645501,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:28:00,1680.0,normal,12.88,1.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0004,0,subj1,0.0849,-0.0003470503733647434,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:28:30,1710.0,normal,10.99,1.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0054,0,subj1,0.07545,-0.0003119766389236417,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:29:00,1740.0,normal,12.23,1.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0014,0,subj1,0.08165,-0.00033498797792202994,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:29:30,1770.0,normal,14.51,2.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0012,0,subj1,0.09355000000000001,0.00012270085037126288,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:30:00,1800.0,normal,8.28,1.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0096,1,subj1,0.0619,-0.00026168572869329776,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:30:30,1830.0,normal,11.66,1.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0163,0,subj1,0.07880000000000001,-0.00032441018499534957,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:31:00,1860.0,normal,9.31,1.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.0215,1,subj1,0.06705,-0.00028079998608712686,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:31:30,1890.0,normal,15.36,2.0,0.0,0.0,0.0,0.0,0.0,low,low,-0.005,0,subj1,0.0978,0.00010692694863848051,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:32:00,1920.0,normal,16.47,1.0,0.0,0.0,0.0,0.0,0.0,low,low,0.002,0,subj1,0.10285,-0.00041367191127136826,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:32:30,1950.0,normal,14.65,1.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0117,0,subj1,0.09375000000000001,-0.00037989720403176774,0.0,0.0,low,0.0,0.0,flat,green,none
subj1_normal,2025-10-15 09:33:00,1980.0,normal,12.38,2.0,0.0,0.0,0.0,0.0,0.0,low,low,0.0118,0,subj1,0.0829,0.00016222839236040842,0.0,0.0,low,0.0,0.0,flat,green,none
